UniqueID	CloneID	Accession	Symbol	Name	EntrezID
810010	810010	AA455210	PDGFRL	Platelet-derived growth factor receptor-like	5157
47681	47681	H11792	TRA2B	Transformer 2 beta homolog (Drosophila)	6434
756373	756373	AA481950	ARHGEF16	Rho guanine nucleotide exchange factor (GEF) 16	27237
810452	810452	AA457118	TOMM34	Translocase of outer mitochondrial membrane 34	10953
196539	196539	R91568			
141562	141562	R73003	SLC16A4	Solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	9122
665658	665658	AA195636			
41658	41658	R52852	FBXW2	F-box and WD repeat domain containing 2	26190
184240	184240	H43854			
242037	242037	H93328	SMOX	Spermine oxidase	54498
23772	23772	R38194			
144816	144816	R76281	SLC31A2	Solute carrier family 31 (copper transporters), member 2	1318
810551	810551	AA464566	LRP1	Low density lipoprotein receptor-related protein 1	4035
380797	380797	AA054287	RBM3	RNA binding motif (RNP1, RRM) protein 3	5935
247587	247587	N58136		Transcribed locus, strongly similar to XP_003403905.1 PREDICTED: putative HERC2-like protein 3-like [Homo sapiens]	
809776	809776	AA454784	IL16	Interleukin 16	3603
812968	812968	AA464590	PTPRN2	Protein tyrosine phosphatase, receptor type, N polypeptide 2	5799
810242	810242	AA464711	C3AR1	Complement component 3a receptor 1	719
205090	205090	H57941	FAM65B	Family with sequence similarity 65, member B	9750
811088	811088	AA485795	EFNB3	Ephrin-B3	1949
364921	364921	AA024656	CTNND1	Catenin (cadherin-associated protein), delta 1	1500
201687	201687	R99733	YIPF6	Yip1 domain family, member 6	286451
210368	210368	H65343			
33182	33182	R18935			
251135	251135	H96850			
180244	180244	R85562	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like	54471
211206	211206	H67988	MAD2L1BP	MAD2L1 binding protein	9587
770884	770884	AA434504	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	30851
768324	768324	AA424807	PSMD6	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	9861
123790	123790	R01428			
234907	234907	H73080	METAP1	Methionyl aminopeptidase 1	23173
53341	53341	R15934			
753313	753313	AA410265	LAPTM5	Lysosomal protein transmembrane 5	7805
210415	210415	H64850	TIAM1	T-cell lymphoma invasion and metastasis 1	7074
713653	713653	AA284495	MESDC2	Mesoderm development candidate 2	23184
669471	669471	AA234889	ANKRD46	Ankyrin repeat domain 46	157567
244767	244767	N54344	NCAPH	Non-SMC condensin I complex, subunit H	23397
73268	73268	T56021	CPD	Carboxypeptidase D	1362
563403	563403	AA113407	PSMD5	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	5711
309032	309032	W25590	CPSF1	Cleavage and polyadenylation specific factor 1, 160kDa	29894
51532	51532	H20652	ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1	23204
41929	41929	R59062	PICALM	Phosphatidylinositol binding clathrin assembly protein	8301
25755	25755	R12070	SETDB1	SET domain, bifurcated 1	9869
345858	345858	W77812	MTMR11	Myotubularin related protein 11	10903
753692	753692	AA406601	ABLIM1	Actin binding LIM protein 1	3983
166934	166934	R89615	PCDHGC3	Protocadherin gamma subfamily C, 3	5098
381166	381166	AA057313	KAT6B	K(lysine) acetyltransferase 6B	23522
771236	771236	AA443557	PCDH1	Protocadherin 1	5097
754275	754275	AA479384	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	23365
342378	342378	W65461	DUSP5	Dual specificity phosphatase 5	1847
244801	244801	N54420	ARHGEF11	Rho guanine nucleotide exchange factor (GEF) 11	9826
146123	146123	R79082	PTPRK	Protein tyrosine phosphatase, receptor type, K	5796
233199	233199	H75760			
42739	42739	R61674	PTP4A1	Protein tyrosine phosphatase type IVA, member 1	7803
41672	41672	R52873	ERC2	ELKS/RAB6-interacting/CAST family member 2	26059
362853	362853	AA019459	TWF1	Twinfilin, actin-binding protein, homolog 1 (Drosophila)	5756
32472	32472	R17654	SPECC1L	Sperm antigen with calponin homology and coiled-coil domains 1-like	23384
40699	40699	R55882	PPP2R2B	Protein phosphatase 2, regulatory subunit B, beta	5521
666639	666639	AA233339	TTC37	Tetratricopeptide repeat domain 37	9652
197128	197128	R93911			
128970	128970	R10293			
380245	380245	AA047803	PRKCH	Protein kinase C, eta	5583
727026	727026	AA402760	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3	9508
754031	754031	AA479981	GPR162	G protein-coupled receptor 162	27239
811029	811029	AA485539	SUGP2	SURP and G patch domain containing 2	10147
809784	809784	AA454743	KLK6	Kallikrein-related peptidase 6	5653
52430	52430	H23365	SALL2	Sal-like 2 (Drosophila)	6297
199403	199403	R97340			
146726	146726	R80299	ZBTB39	Zinc finger and BTB domain containing 39	9880
292806	292806	N69204			
34795	34795	R19889	DAZAP2	DAZ associated protein 2	9802
230271	230271	H94897	GLT8D1	Glycosyltransferase 8 domain containing 1	55830
739983	739983	AA477501	KIF14	Kinesin family member 14	9928
770377	770377	AA427472	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	535
823900	823900	AA490493	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527
724052	724052	AA235597	SMAD6	SMAD family member 6	4091
203347	203347	H54366	CLTC	Clathrin, heavy chain (Hc)	1213
130153	130153	R21614	SUPT5H	Suppressor of Ty 5 homolog (S. cerevisiae)	6829
207989	207989	H60460	CD302	CD302 molecule	9936
756769	756769	AA425120	CHAF1B	Chromatin assembly factor 1, subunit B (p60)	8208
41541	41541	R52789			
119384	119384	T94272			
687990	687990	AA236617	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	9459
221846	221846	H84982	FOXN3	Forkhead box N3	1112
302549	302549	N80235	KLF9	Kruppel-like factor 9	687
753069	753069	AA436591	MERTK	C-mer proto-oncogene tyrosine kinase	10461
666377	666377	AA232647	VEZF1	Vascular endothelial zinc finger 1	7716
265680	265680	N31467	CXADR	Coxsackie virus and adenovirus receptor	1525
245970	245970	N52293			
756666	756666	AA443982	PPP1CA	Protein phosphatase 1, catalytic subunit, alpha isozyme	5499
823851	823851	AA490462	AEBP1	AE binding protein 1	165
110467	110467	T89391	CAV2	Caveolin 2	858
813460	813460	AA455427	TAGLN	Transgelin	6876
484641	484641	AA037014	SLCO2A1	Solute carrier organic anion transporter family, member 2A1	6578
49344	49344	H15077	CLEC16A	C-type lectin domain family 16, member A	23274
41898	41898	R59579	PTGDS	Prostaglandin D2 synthase 21kDa (brain)	5730
281904	281904	N54123	UBR2	Ubiquitin protein ligase E3 component n-recognin 2	23304
682522	682522	AA256502	PCSK5	Proprotein convertase subtilisin/kexin type 5	5125
757381	757381	AA437139	PCDHA@	Protocadherin alpha cluster, complex locus	56117
52431	52431	H23366	SERINC3	Serine incorporator 3	10955
35271	35271	R25521	NRCAM	Neuronal cell adhesion molecule	4897
293696	293696	N69672	GPLD1	Glycosylphosphatidylinositol specific phospholipase D1	2822
123061	123061	R00128	RGPD4	RANBP2-like and GRIP domain containing 4	285190
230385	230385	H80359	PIP4K2B	Phosphatidylinositol-5-phosphate 4-kinase, type II, beta	8396
753770	753770	AA406185	ZNF518A	Zinc finger protein 518A	9849
198372	198372	R94222	INPP5E	Inositol polyphosphate-5-phosphatase, 72 kDa	56623
136536	136536	R34478			
511832	511832	AA088517	PPARG	Peroxisome proliferator-activated receptor gamma	5468
180885	180885	R87212	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	23072
770080	770080	AA430573	PXN	Paxillin	5829
296190	296190	W02580	ZFYVE26	Zinc finger, FYVE domain containing 26	23503
328591	328591	W39752	PNLIPRP1	Pancreatic lipase-related protein 1	5407
40844	40844	R55786	AKAP6	A kinase (PRKA) anchor protein 6	9472
753917	753917	AA479252	TM9SF2	Transmembrane 9 superfamily member 2	9375
809944	809944	AA454812	SEC16A	SEC16 homolog A (S. cerevisiae)	9919
296476	296476	W00975	KAT2B	K(lysine) acetyltransferase 2B	8850
147630	147630	R81880	CHD9	Chromodomain helicase DNA binding protein 9	80205
341137	341137	W58325			
229723	229723	H66484	SP140	SP140 nuclear body protein	11262
510702	510702	AA101996	CES2	Carboxylesterase 2	8824
40887	40887	R56562	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	3955
549073	549073	AA083228	CAPZA2	Capping protein (actin filament) muscle Z-line, alpha 2	830
120881	120881	T96083	RAB31	RAB31, member RAS oncogene family	11031
813426	813426	AA458653	TRIB2	Tribbles homolog 2 (Drosophila)	28951
361565	361565	AA018372	GLUD1	Glutamate dehydrogenase 1	2746
130280	130280	R21172	CREB5	CAMP responsive element binding protein 5	9586
550355	550355	AA101793	PKN2	Protein kinase N2	5586
210522	210522	H65034	PDE7A	Phosphodiesterase 7A	5150
361943	361943	AA001444		Transcribed locus, strongly similar to NP_002389.1 homeobox protein Meis1 [Homo sapiens]	
133178	133178	R28423	YES1	V-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	7525
325062	325062	W47073		Transcribed locus, strongly similar to NP_005406.3 sodium-dependent phosphate transporter 1 [Homo sapiens]	
753587	753587	AA478585	BTN3A3	Butyrophilin, subfamily 3, member A3	10384
345348	345348	W76648	PRDM2	PR domain containing 2, with ZNF domain	7799
233909	233909	H68107	BTN2A1	Butyrophilin, subfamily 2, member A1	11120
592359	592359	AA143649	SLC39A7	Solute carrier family 39 (zinc transporter), member 7	7922
188036	188036	H44784	DST	Dystonin	667
119530	119530	T94781	KCNJ15	Potassium inwardly-rectifying channel, subfamily J, member 15	3772
179276	179276	H50323	FASN	Fatty acid synthase	2194
234559	234559	H78244	TM4SF4	Transmembrane 4 L six family member 4	7104
52933	52933	H29407	SLC39A6	Solute carrier family 39 (zinc transporter), member 6	25800
811920	811920	AA456272	IL11RA	Interleukin 11 receptor, alpha	3590
754093	754093	AA479199	NID2	Nidogen 2 (osteonidogen)	22795
363590	363590	AA019774	ARNT2	Aryl-hydrocarbon receptor nuclear translocator 2	9915
246786	246786	N53172		Transcribed locus	
132381	132381	R26672		Transcribed locus, strongly similar to NP_055548.3 zinc finger FYVE domain-containing protein 16 [Homo sapiens]	
221808	221808	H92347	NAP1L4	Nucleosome assembly protein 1-like 4	4676
768031	768031	AA418846	MAST4	Microtubule associated serine/threonine kinase family member 4	375449
22918	22918	R45255	EBNA1BP2	EBNA1 binding protein 2	10969
184038	184038	H30688	SPTBN2	Spectrin, beta, non-erythrocytic 2	6712
50614	50614	H17512	SNW1	SNW domain containing 1	22938
233078	233078	H75699	TECPR2	Tectonin beta-propeller repeat containing 2	9895
206217	206217	H61935			
141763	141763	R69796	ZNF609	Zinc finger protein 609	23060
241826	241826	H93087	HMGN2	High mobility group nucleosomal binding domain 2	3151
756898	756898	AA428746	FAM168A	Family with sequence similarity 168, member A	23201
31873	31873	R17124	HMGN4	High mobility group nucleosomal binding domain 4	10473
175103	175103	H39187	CELSR2	Cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	1952
173674	173674	H22481	NPTX1	Neuronal pentraxin I	4884
753420	753420	AA406422	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	23142
33327	33327	R19150	DLG3	Discs, large homolog 3 (Drosophila)	1741
726678	726678	AA398230	SPOCK2	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	9806
190887	190887	H38383	MYD88	Myeloid differentiation primary response gene (88)	4615
46154	46154	H09065	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	8314
48614	48614	H14359	ELF4	E74-like factor 4 (ets domain transcription factor)	2000
809541	809541	AA456480	BCL2L2	BCL2-like 2	599
204335	204335	H59915	CD24	CD24 molecule	100133941
204148	204148	H55921	RPS6KA3	Ribosomal protein S6 kinase, 90kDa, polypeptide 3	6197
33049	33049	R19031	CRY1	Cryptochrome 1 (photolyase-like)	1407
45542	45542	H08560	IGFBP5	Insulin-like growth factor binding protein 5	3488
77636	77636	T58958	BHMT	Betaine--homocysteine S-methyltransferase	635
810282	810282	AA464067	ITPK1	Inositol-tetrakisphosphate 1-kinase	3705
376516	376516	AA041499	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	987
136744	136744	R35230	SPOP	Speckle-type POZ protein	8405
24642	24642	T80232	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase 2	5168
44975	44975	H08899	IDI1	Isopentenyl-diphosphate delta isomerase 1	3422
667598	667598	AA228130	PSIP1	PC4 and SFRS1 interacting protein 1	11168
160793	160793	H24707	DLG1	Discs, large homolog 1 (Drosophila)	1739
470179	470179	AA029963	ATXN2L	Ataxin 2-like	11273
358457	358457	W96114	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H1 (H)	3187
123802	123802	R01323	MFAP1	Microfibrillar-associated protein 1	4236
768562	768562	AA429297		CDNA clone IMAGE:5268046	
50413	50413	H17975	COMT	Catechol-O-methyltransferase	1312
813149	813149	AA456695	HIST2H2BE	Histone cluster 2, H2be	8349
196501	196501	R91550	MANF	Mesencephalic astrocyte-derived neurotrophic factor	7873
261204	261204	H98218	HMGA2	High mobility group AT-hook 2	8091
204755	204755	H56944	SRSF11	Serine/arginine-rich splicing factor 11	9295
566887	566887	AA132330	CBX3	Chromobox homolog 3	11335
85509	85509	T71886	APOC4	Apolipoprotein C-IV	346
155716	155716	R72075		Transcribed locus, strongly similar to NP_001153474.1 pro-neuregulin-1, membrane-bound isoform isoform HRG-gamma2 [Homo sapiens]	
810743	810743	AA480835	MLF2	Myeloid leukemia factor 2	8079
284734	284734	N59851	WASF1	WAS protein family, member 1	8936
172765	172765	H19522			
20115	20115	R45009	SLC9A6	Solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	10479
292212	292212	N80617	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	10057
140716	140716	R67042	KLHDC10	Kelch domain containing 10	23008
80146	80146	T64134	CCL13	Chemokine (C-C motif) ligand 13	6357
214448	214448	H73586	RNF10	Ring finger protein 10	9921
203240	203240	H54686			
301380	301380	W16916	SLC35D1	Solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	23169
190468	190468	H37761	NR4A3	Nuclear receptor subfamily 4, group A, member 3	8013
200136	200136	R97785	TOPBP1	Topoisomerase (DNA) II binding protein 1	11073
134269	134269	R31115	POLRMT	Polymerase (RNA) mitochondrial (DNA directed)	5442
295255	295255	N75979	SNX19	Sorting nexin 19	399979
193106	193106	H47080	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)	518
199645	199645	R96527	NCSTN	Nicastrin	23385
213890	213890	H72937	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	1666
110653	110653	T82943	SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	9887
298963	298963	N71159	MTA1	Metastasis associated 1	9112
120551	120551	T95514		Transcribed locus	
232772	232772	H72722	MT1B	Metallothionein 1B	4490
767769	767769	AA418224		Transcribed locus	
122915	122915	T99895			
358344	358344	W95950	PHF3	PHD finger protein 3	23469
183476	183476	H45617	ADIPOQ	Adiponectin, C1Q and collagen domain containing	9370
769645	769645	AA428738	NDST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	8509
183462	183462	H45455	MAN2C1	Mannosidase, alpha, class 2C, member 1	4123
134270	134270	R31168			
245422	245422	N72488	ADD1	Adducin 1 (alpha)	118
810063	810063	AA465021	GFER	Growth factor, augmenter of liver regeneration	2671
23831	23831	T77281		Transcribed locus, strongly similar to NP_036629.1 fructose-bisphosphate aldolase C [Rattus norvegicus]	
248531	248531	N59764		Transcribed locus, strongly similar to NP_001028472.2 GMP synthase [glutamine-hydrolyzing] [Mus musculus]	
767034	767034	AA424288	ILVBL	IlvB (bacterial acetolactate synthase)-like	10994
360168	360168	AA012984	RABIF	RAB interacting factor	5877
132122	132122	R26070	RLF	Rearranged L-myc fusion	6018
234191	234191	H64324	SOS1	Son of sevenless homolog 1 (Drosophila)	6654
127197	127197	R08270	MAMLD1	Mastermind-like domain containing 1	10046
145001	145001	R78735	SOS2	Son of sevenless homolog 2 (Drosophila)	6655
135538	135538	R32858			
143846	143846	R76808	LRP2	Low density lipoprotein receptor-related protein 2	4036
40946	40946	R55789	APBA2	Amyloid beta (A4) precursor protein-binding, family A, member 2	321
753285	753285	AA411678	GYG1	Glycogenin 1	2992
320606	320606	W31983	TJP2	Tight junction protein 2 (zona occludens 2)	9414
769676	769676	AA428859	GSTZ1	Glutathione transferase zeta 1	2954
66946	66946	T69519	SRP19	Signal recognition particle 19kDa	6728
34671	34671	R45054	CRH	Corticotropin releasing hormone	1392
144675	144675	R76099	TLR3	Toll-like receptor 3	7098
809588	809588	AA455800	GGH	Gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	8836
266361	266361	N26562	MLANA	Melan-A	2315
812042	812042	AA455968	TSC1	Tuberous sclerosis 1	7248
471200	471200	AA033532		Transcribed locus, strongly similar to NP_056955.2 zinc finger protein 593 [Homo sapiens]	
346995	346995	W79444	UBXN4	UBX domain protein 4	23190
50188	50188	H17158	RNF4	Ring finger protein 4	6047
809779	809779	AA454791	PHF15	PHD finger protein 15	23338
26314	26314	R20770	STXBP3	Syntaxin binding protein 3	6814
756657	756657	AA444083	ZNF142	Zinc finger protein 142	7701
753914	753914	AA479093	ITPR2	Inositol 1,4,5-trisphosphate receptor, type 2	3709
755752	755752	AA496327	PUM2	Pumilio homolog 2 (Drosophila)	23369
178463	178463	H46553	ZEB1	Zinc finger E-box binding homeobox 1	6935
289502	289502	N79669	LRRC8B	Leucine rich repeat containing 8 family, member B	23507
730149	730149	AA412500	TCEA2	Transcription elongation factor A (SII), 2	6919
254625	254625	N22435	ANKS1A	Ankyrin repeat and sterile alpha motif domain containing 1A	23294
246304	246304	N74741	BTG3	BTG family, member 3	10950
809696	809696	AA456352	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	9785
246120	246120	N76967	PRMT1	Protein arginine methyltransferase 1	3276
341317	341317	W58007	ZNF516	Zinc finger protein 516	9658
246522	246522	N73241	SLC17A1	Solute carrier family 17 (sodium phosphate), member 1	6568
119914	119914	T94293			
810725	810725	AA480826	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	533
40567	40567	R55250	GCN1L1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)	10985
823876	823876	AA490696	PPP2CB	Protein phosphatase 2, catalytic subunit, beta isozyme	5516
298118	298118	N70765	DOCK2	Dedicator of cytokinesis 2	1794
813166	813166	AA456692	TRAF6	TNF receptor-associated factor 6, E3 ubiquitin protein ligase	7189
194364	194364	H50677		Transcribed locus, strongly similar to NP_001161054.1 RNA-binding protein 6 isoform 2 [Homo sapiens]	
509588	509588	AA045587	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	6883
341310	341310	W58032	FRZB	Frizzled-related protein	2487
365930	365930	AA036649	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	6879
823663	823663	AA489729	FXR2	Fragile X mental retardation, autosomal homolog 2	9513
309161	309161	N99243	TBX2	T-box 2	6909
289551	289551	N79708	FXR1	Fragile X mental retardation, autosomal homolog 1	8087
