ProbeSet	Symbol	Name	EntrezID
D49396_at	PRDX3	peroxiredoxin 3	10935
D49400_at	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	9296
D49410_at	IL3RA	interleukin 3 receptor, alpha (low affinity)	3563
D49488_at	TTPA	tocopherol (alpha) transfer protein	7274
D49489_at	PDIA6	protein disulfide isomerase family A, member 6	10130
D49490_at	PDIA5	protein disulfide isomerase family A, member 5	10954
D49493_at	GDF10	growth differentiation factor 10	2662
D49677_at	ZRSR2	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2	8233
D49738_at	TBCB	tubulin folding cofactor B	1155
D49742_at	HABP2	hyaluronan binding protein 2	3026
D49817_at	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	5209
D49818_at	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	5210
D49950_at	IL18	interleukin 18 (interferon-gamma-inducing factor)	3606
D49958_at	GPM6A	glycoprotein M6A	2823
D50063_at	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	5713
D50310_at	CCNI	cyclin I	10983
D50312_at	KCNJ8	potassium inwardly-rectifying channel, subfamily J, member 8	3764
D50370_at	NAP1L3	nucleosome assembly protein 1-like 3	4675
D50402_at	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	6556
D50487_at	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	1659
D50495_at	TCEA2	transcription elongation factor A (SII), 2	6919
D50525_at	TUG1	taurine upregulated 1 (non-protein coding)	55000
D50532_at	CLEC10A	C-type lectin domain family 10, member A	10462
D50582_at	KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	3767
D50640_at	PDE3B	phosphodiesterase 3B, cGMP-inhibited	5140
D50645_at	SDF2	stromal cell-derived factor 2	6388
D50663_at	DYNLT1	dynein, light chain, Tctex-type 1	6993
D50678_at	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	7804
D50683_at	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	7048
D50692_at	MYCBP	c-myc binding protein	26292
D50810_at	LNPEP	leucyl/cystinyl aminopeptidase	4012
D50840_at	UGCG	UDP-glucose ceramide glucosyltransferase	7357
D50857_at	DOCK1	dedicator of cytokinesis 1	1793
D50863_at	TESK1	testis-specific kinase 1	7016
D50911_at	VGLL4	vestigial like 4 (Drosophila)	9686
D50912_at	RBM10	RNA binding motif protein 10	8241
D50913_at	PMPCA	peptidase (mitochondrial processing) alpha	23203
D50914_at	BOP1	block of proliferation 1	23246
D50915_at	KIAA0125	KIAA0125	9834
D50916_at	UBE4A	ubiquitination factor E4A	9354
D50917_at	SERTAD2	SERTA domain containing 2	9792
D50918_at	SEPT6	septin 6	23157
D50919_at	TRIM14	tripartite motif containing 14	9830
D50920_at	MED24	mediator complex subunit 24	9862
D50922_at	KEAP1	kelch-like ECH-associated protein 1	9817
D50923_at	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	9816
D50924_at	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	9704
D50925_at	PASK	PAS domain containing serine/threonine kinase	23178
D50926_at	MORC3	MORC family CW-type zinc finger 3	23515
D50927_at	TLK1	tousled-like kinase 1	9874
D50928_at	SAFB2	scaffold attachment factor B2	9667
D50930_at	FAM53B	family with sequence similarity 53, member B	9679
D50931_at	KIAA0141	KIAA0141	9812
D55638_at			
D55640_at			
D55654_at	MDH1	malate dehydrogenase 1, NAD (soluble)	4190
D55696_at	LGMN	legumain	5641
D55716_at	MCM7	minichromosome maintenance complex component 7	4176
D56495_at	REG1P	regenerating islet-derived 1 pseudogene	5969
D59253_at	NCBP2	nuclear cap binding protein subunit 2, 20kDa	22916
D61380_at	PARK7	parkinson protein 7	11315
D61391_at	PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	5635
D63134_at	TTYH2	tweety homolog 2 (Drosophila)	94015
D63135_at	TTYH2	tweety homolog 2 (Drosophila)	94015
D63160_at	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)	2220
D63390_at	PAFAH1B2	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa)	5049
D63391_at	PAFAH1B3	platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa)	5050
D63412_at	AQP4	aquaporin 4	361
D63475_at	AP2M1	adaptor-related protein complex 2, mu 1 subunit	1173
D63476_at	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	8874
D63477_at	EFR3A	EFR3 homolog A (S. cerevisiae)	23167
D63478_at	UBAP2L	ubiquitin associated protein 2-like	9898
D63480_at	KIAA0146	KIAA0146	23514
D63481_at	SCRIB	scribbled homolog (Drosophila)	23513
D63482_at	GIT2	G protein-coupled receptor kinase interacting ArfGAP 2	9815
D63483_at	SCARF1	scavenger receptor class F, member 1	8578
D63484_at	ZC3H3	zinc finger CCCH-type containing 3	23144
D63485_at	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	9641
D63486_at	MLEC	malectin	9761
D63487_at	TTLL12	tubulin tyrosine ligase-like family, member 12	23170
D63506_at	STXBP3	syntaxin binding protein 3	6814
D63813_at	CLUL1	clusterin-like 1 (retinal)	27098
D63851_at	STXBP1	syntaxin binding protein 1	6812
D63874_at	HMGB1	high mobility group box 1	3146
D63875_at	CTR9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	9646
D63876_at	GGA3	golgi-associated, gamma adaptin ear containing, ARF binding protein 3	23163
D63877_at	FAM175B	family with sequence similarity 175, member B	23172
D63878_at	SEPT2	septin 2	4735
D63879_at	SART3	squamous cell carcinoma antigen recognized by T cells 3	9733
D63880_at	NCAPD2	non-SMC condensin I complex, subunit D2	9918
D63881_at	SUZ12	suppressor of zeste 12 homolog (Drosophila)	23512
D63998_at	MAN2A1	mannosidase, alpha, class 2A, member 1	4124
D64109_at	TOB2	transducer of ERBB2, 2	10766
D64110_at	BTG3	BTG family, member 3	10950
D64142_at	H1FX	H1 histone family, member X	8971
D64154_at	ADRM1	adhesion regulating molecule 1	11047
D64158_at	TXNDC9	thioredoxin domain containing 9	10190
D64159_at	CCDC88A	coiled-coil domain containing 88A	55704
D67029_at	SEC14L1	SEC14-like 1 (S. cerevisiae)	6397
D70830_at	DOC2B	double C2-like domains, beta	8447
D76435_at	ZIC1	Zic family member 1	7545
D76444_at	RNF103	ring finger protein 103	7844
D78011_at	DPYS	dihydropyrimidinase	1807
D78012_at	CRMP1	collapsin response mediator protein 1	1400
D78014_at	DPYSL3	dihydropyrimidinase-like 3	1809
D78129_at	SQLE	squalene epoxidase	6713
D78134_at	CIRBP	cold inducible RNA binding protein	1153
D78151_at	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	5708
D78156_at	RASA2	RAS p21 protein activator 2	5922
D78261_at	IRF4	interferon regulatory factor 4	3662
D78275_at	PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	5706
D78333_at	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	10693
D78334_at	ANKRD7	ankyrin repeat domain 7	56311
D78335_at	UCK2	uridine-cytidine kinase 2	7371
D78361_at	OAZ1	ornithine decarboxylase antizyme 1	4946
D78367_at	KRT12	keratin 12	3859
D78514_at	UBE2G1	ubiquitin-conjugating enzyme E2G 1	7326
D78586_at	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790
D78611_at	MEST	mesoderm specific transcript homolog (mouse)	4232
D79205_at	RPL39	ribosomal protein L39	6170
D79983_at	RNF144A	ring finger protein 144A	9781
D79985_at	DGCR2	DiGeorge syndrome critical region gene 2	9993
D79986_at	BCLAF1	BCL2-associated transcription factor 1	9774
D79987_at	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	9700
D79988_at	KNTC1	kinetochore associated 1	9735
D79989_at	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986
D79990_at	RASSF2	Ras association (RalGDS/AF-6) domain family member 2	9770
D79991_at	NUP188	nucleoporin 188kDa	23511
D79992_at	MDC1	mediator of DNA-damage checkpoint 1	9656
D79993_at	CLINT1	clathrin interactor 1	9685
D79994_at	KANK1	KN motif and ankyrin repeat domains 1	23189
D79995_at	TTLL4	tubulin tyrosine ligase-like family, member 4	9654
D79996_at	IST1	increased sodium tolerance 1 homolog (yeast)	9798
D79997_at	MELK	maternal embryonic leucine zipper kinase	9833
D79998_at	KCTD2	potassium channel tetramerisation domain containing 2	23510
D79999_at	PARP4	poly (ADP-ribose) polymerase family, member 4	143
D80001_at	RRP1B	ribosomal RNA processing 1 homolog B (S. cerevisiae)	23076
D80002_at	POFUT1	protein O-fucosyltransferase 1	23509
D80003_at	NCOA6	nuclear receptor coactivator 6	23054
D80004_at	KIAA0182	KIAA0182	23199
D80005_at	FAM120A	family with sequence similarity 120A	23196
D80006_at	MOBKL1B	MOB1, Mps One Binder kinase activator-like 1B (yeast)	55233
D80007_at	PDCD11	programmed cell death 11	22984
D80008_at	GINS1	GINS complex subunit 1 (Psf1 homolog)	9837
D80009_at	BMS1	BMS1 homolog, ribosome assembly protein (yeast)	9790
D80010_at	LPIN1	lipin 1	23175
D80011_at	STARD8	StAR-related lipid transfer (START) domain containing 8	9754
D80012_at	USP10	ubiquitin specific peptidase 10	9100
D82060_at	SLC39A7	solute carrier family 39 (zinc transporter), member 7	7922
D82061_at	HSD17B8	hydroxysteroid (17-beta) dehydrogenase 8	7923
D82070_at	C4orf6	chromosome 4 open reading frame 6	10141
D82326_at			
D82343_at	OLFM1	olfactomedin 1	10439
D82344_at	PHOX2B	paired-like homeobox 2b	8929
D82345_at	TMSB15A	thymosin beta 15a	11013
D82346_at	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	3785
D82348_at	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471
D83004_at	UBE2N	ubiquitin-conjugating enzyme E2N	7334
D83018_at	NELL2	NEL-like 2 (chicken)	4753
D83032_at	ZNF638	zinc finger protein 638	27332
D83195_at	DNASE1	deoxyribonuclease I	1773
D83243_at	NPAT	nuclear protein, ataxia-telangiectasia locus	4863
D83407_at	RCAN2	regulator of calcineurin 2	10231
D83542_at	CDH15	cadherin 15, type 1, M-cadherin (myotubule)	1013
D83597_at	CD180	CD180 molecule	4064
D83657_at	S100A12	S100 calcium binding protein A12	6283
D83699_at	HRK	harakiri, BCL2 interacting protein (contains only BH3 domain)	8739
D83702_at	CRY1	cryptochrome 1 (photolyase-like)	1407
D83703_at	PEX6	peroxisomal biogenesis factor 6	5190
D83735_at	CNN2	calponin 2	1265
D83767_at	UBXN8	UBX domain protein 8	7993
D83776_at	ZCCHC11	zinc finger, CCHC domain containing 11	23318
D83777_at	SCRN1	secernin 1	9805
D83778_at	HMGXB3	HMG box domain containing 3	22993
D83779_at	KIAA0195	KIAA0195	9772
D83780_at	KIAA0196	KIAA0196	9897
D83781_at	NUP160	nucleoporin 160kDa	23279
D83782_at	SCAP	SREBF chaperone	22937
D83783_at	MED12	mediator complex subunit 12	9968
D83784_at	PLAGL2	pleiomorphic adenoma gene-like 2	5326
D83785_at	MAML1	mastermind-like 1 (Drosophila)	9794
D83920_at	FCN1	ficolin (collagen/fibrinogen domain containing) 1	2219
D84110_at	RBPMS	RNA binding protein with multiple splicing	11030
D84145_at	DCTN6	dynactin 6	10671
D84239_at	FCGBP	Fc fragment of IgG binding protein	8857
D84276_at	CD38	CD38 molecule	952
D84294_at	TTC3	tetratricopeptide repeat domain 3	7267
D84307_at	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	5833
D84361_at	SHC3	SHC (Src homology 2 domain containing) transforming protein 3	53358
D84424_at	HAS1	hyaluronan synthase 1	3036
D84454_at	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	7355
D84557_at	MCM6	minichromosome maintenance complex component 6	4175
D85181_at	SC5DL	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like	6309
D85245_at	NR4A1	nuclear receptor subfamily 4, group A, member 1	3164
D85376_at	TRHR	thyrotropin-releasing hormone receptor	7201
D85418_at	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	5279
D85423_at	CDC5L	CDC5 cell division cycle 5-like (S. pombe)	988
D85429_at	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	3337
D85433_at	COMMD1	copper metabolism (Murr1) domain containing 1	150684
D85527_at	LIMK2	LIM domain kinase 2	3985
D85758_at	ERH	enhancer of rudimentary homolog (Drosophila)	2079
D85815_at	RHOD	ras homolog gene family, member D	29984
D85939_at	CFDP1	craniofacial development protein 1	10428
D86096_cds3_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)	5733
D86425_at	NID2	nidogen 2 (osteonidogen)	22795
D86479_at	AEBP1	AE binding protein 1	165
D86519_at	NPY6R	neuropeptide Y receptor Y6 (pseudogene)	4888
D86549_at	CFDP1	craniofacial development protein 1	10428
D86640_at	STAC	SH3 and cysteine rich domain	6769
D86956_at	HSPH1	heat shock 105kDa/110kDa protein 1	10808
D86957_at	SEPT8	septin 8	23176
D86959_at	SLK	STE20-like kinase	9748
D86960_at	LPGAT1	lysophosphatidylglycerol acyltransferase 1	9926
D86961_at	LHFPL2	lipoma HMGIC fusion partner-like 2	10184
D86962_at	GRB10	growth factor receptor-bound protein 10	2887
D86963_at	DVL3	dishevelled, dsh homolog 3 (Drosophila)	1857
D86964_at	DOCK2	dedicator of cytokinesis 2	1794
D86965_at	TBC1D5	TBC1 domain family, member 5	9779
D86966_at	ZNF592	zinc finger protein 592	9640
D86967_at	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	9695
D86968_at	MAP3K4	mitogen-activated protein kinase kinase kinase 4	4216
D86969_at	PHF16	PHD finger protein 16	9767
D86970_at			
D86971_at	LARP4B	La ribonucleoprotein domain family, member 4B	23185
D86972_at	TATDN2	TatD DNase domain containing 2	9797
D86973_at	GCN1L1	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)	10985
D86975_at	ZNF516	zinc finger protein 516	9658
D86976_at	HMHA1	histocompatibility (minor) HA-1	23526
D86977_at	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	9785
D86978_at	NUP205	nucleoporin 205kDa	23165
D86979_at	KIAA0226	KIAA0226	9711
D86980_at	TTC9	tetratricopeptide repeat domain 9	23508
D86981_at	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	10513
D86982_at	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	23294
D86983_at	PXDN	peroxidasin homolog (Drosophila)	7837
D86984_at	LRRC8B	leucine rich repeat containing 8 family, member B	23507
D86985_at	KIAA0232	KIAA0232	9778
D87009_cds3_at	ZNF280B	zinc finger protein 280B	140883
D87011_at	ZNF280A	zinc finger protein 280A	129025
D87012_at	TOP3B	topoisomerase (DNA) III beta	8940
D87023_cds2_at	IGLL5	immunoglobulin lambda-like polypeptide 5	100423062
D87024_at	IGLV4-3	immunoglobulin lambda variable 4-3	28786
D87071_at	PIEZO1	piezo-type mechanosensitive ion channel component 1	9780
D87073_at	ZNF142	zinc finger protein 142	7701
D87074_at	RIMS3	regulating synaptic membrane exocytosis 3	9783
D87075_at	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	9962
D87076_at	PHF15	PHD finger protein 15	23338
D87077_at	KIAA0240	KIAA0240	23506
D87078_at	PUM2	pumilio homolog 2 (Drosophila)	23369
D87116_at	MAP2K3	mitogen-activated protein kinase kinase 3	5606
D87119_at	TRIB2	tribbles homolog 2 (Drosophila)	28951
D87120_at	FAM3C	family with sequence similarity 3, member C	10447
D87127_at	SEC62	SEC62 homolog (S. cerevisiae)	7095
D87258_at	HTRA1	HtrA serine peptidase 1	5654
D87292_at	TST	thiosulfate sulfurtransferase (rhodanese)	7263
D87328_at	HLCS	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	3141
D87432_at	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	9057
D87433_at	STAB1	stabilin 1	23166
D87434_at	KIAA0247	KIAA0247	9766
D87435_at	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	8729
D87436_at	LPIN2	lipin 2	9663
D87437_at	SMG7	smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	9887
D87438_at	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1	23042
D87440_at	RTF1	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	23168
D87442_at	NCSTN	nicastrin	23385
D87443_at	SNX19	sorting nexin 19	399979
D87444_at	TM9SF4	transmembrane 9 superfamily protein member 4	9777
D87445_at	SECISBP2L	SECIS binding protein 2-like	9728
D87446_at	TMEM131	transmembrane protein 131	23505
D87447_at	RGP1	RGP1 retrograde golgi transport homolog (S. cerevisiae)	9827
D87448_at	TOPBP1	topoisomerase (DNA) II binding protein 1	11073
D87449_at	SLC35D1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	23169
D87450_at	WAPAL	wings apart-like homolog (Drosophila)	23063
D87451_at	RNF10	ring finger protein 10	9921
D87452_at	IP6K1	inositol hexakisphosphate kinase 1	9807
D87453_at	MRPS27	mitochondrial ribosomal protein S27	23107
D87454_at	KLHDC10	kelch domain containing 10	23008
D87455_at	UTP14C	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)	9724
D87457_at	ELMO1	engulfment and cell motility 1	9844
D87458_at	TRIM9	tripartite motif containing 9	114088
D87459_at	WASF1	WAS protein family, member 1	8936
D87460_at	PALM	paralemmin	5064
D87461_at	BCL2L2	BCL2-like 2	599
D87462_at	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	8314
D87463_at	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	9796
D87464_at	FIG4	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)	9896
D87465_at	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	9806
D87466_at	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	23142
D87467_at	RAPGEF5	Rap guanine nucleotide exchange factor (GEF) 5	9771
D87468_at	ARC	activity-regulated cytoskeleton-associated protein	23237
D87469_at	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	1952
D87470_at	FAM168A	family with sequence similarity 168, member A	23201
D87673_at	HSF4	heat shock transcription factor 4	3299
D87682_at	AVL9	AVL9 homolog (S. cerevisiase)	23080
D87683_at	TSC1	tuberous sclerosis 1	7248
D87684_at	UBXN4	UBX domain protein 4	23190
D87685_at	PHF3	PHD finger protein 3	23469
D87735_at	RPL14	ribosomal protein L14	9045
D87742_at	MIA3	melanoma inhibitory activity family, member 3	375056
D87743_at	SLC9A6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	10479
D87845_at	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	5051
D87937_at	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	2523
D87953_at	NDRG1	N-myc downstream regulated 1	10397
D87957_at	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	9125
D87969_at	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	10559
D87989_at	SLC35B1	solute carrier family 35, member B1	10237
D88146_at	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	7355
D88152_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	9197
D88213_at	AOC2	amine oxidase, copper containing 2 (retina-specific)	314
D88270_at	VPREB1	pre-B lymphocyte 1	7441
D88378_at	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	9491
D88422_at	CSTA	cystatin A (stefin A)	1475
D88460_at	WASL	Wiskott-Aldrich syndrome-like	8976
D88532_at	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	8503
D88613_at	GCM1	glial cells missing homolog 1 (Drosophila)	8521
D88667_at	GAL3ST1	galactose-3-O-sulfotransferase 1	9514
D88795_at	PCDHB11	protocadherin beta 11	56125
D88797_at	PCDHB17	protocadherin beta 17 pseudogene	54661
D88799_at	PCDHGB7	protocadherin gamma subfamily B, 7	56099
D89016_at	ARHGEF16	Rho guanine nucleotide exchange factor (GEF) 16	27237
D89050_at	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	4973
D89052_at	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	533
D89077_at	SLA	Src-like-adaptor	6503
D89289_at	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	2530
D89501_at	SMR3A	submaxillary gland androgen regulated protein 3A	26952
D89667_at	PFDN5	prefoldin subunit 5	5204
D89858_at	DDO	D-aspartate oxidase	8528
D89859_at	ZFP161	zinc finger protein 161 homolog (mouse)	7541
D90064_at	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8	1088
D90084_at	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	5160
D90086_at	PDHB	pyruvate dehydrogenase (lipoamide) beta	5162
D90097_at	AMY2B	amylase, alpha 2B (pancreatic)	280
D90209_at	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	468
D90224_at	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4	7292
D90276_at	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	1089
D90282_at	CPS1	carbamoyl-phosphate synthase 1, mitochondrial	1373
D90359_at	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	6872
H46990_at	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1	1571
